LotID,Titel,Beschreibung,Auktionsdatum,Detail-Link,Bild-Link
15289,"Gorny & Mosch Giessener Münzhandlung - Auction 108, Lot 1005","KELTEN DEUTSCHLAND No.: 1005 Schätzpreis-Estimation: DM 250,- Vindeliker Kleinsilber, (0,30 g.), nach 100 v.Chr. Typ Manching 2 Vs.: Kopf mit Stachelhaaren, spitzer Nase und Lippenpunkten n. l., darunter Torques. Rs.: Nach links springendes Pferd, darunter Sporn. Kellner 95ff.; 317ff. Slg. Lanz 20f. Tönung, vz ca. € 128,- ...",3 Apr 2001,https://pro.coinarchives.com/a/lotviewer.php?LotID=15289&AucID=14&Lot=1005,https://media.coinarchives.com/74def4301c4e9656fefa2ce7f28d2770/img/gorny/108/image01005.jpg
15290,"Gorny & Mosch Giessener Münzhandlung - Auction 108, Lot 1006","KELTEN DEUTSCHLAND No.: 1006 Schätzpreis-Estimation: DM 200,- Vindeliker Kleinsilber, (0,38 g.), nach 100 v.Chr. Typ Manching 1 Vs.: Kopf mit Stachelhaaren und spitzer Nase in Perlkreis Rs.: Nach links springendes Pferd, darüber drei Punkte, darunter Sporn. Kellner 962. Slg. Lanz - ; Prägeschwäche, vz ca. € 102,- ...",3 Apr 2001,https://pro.coinarchives.com/a/lotviewer.php?LotID=15290&AucID=14&Lot=1006,https://media.coinarchives.com/fdf938e262411b777027229589b4e1f5/img/gorny/108/image01006.jpg
15291,"Gorny & Mosch Giessener Münzhandlung - Auction 108, Lot 1007","KELTEN DEUTSCHLAND No.: 1007 Schätzpreis-Estimation: DM 250,- Vindeliker Kleinsilber, (0,44 g.), nach 100 v.Chr. Typ Manching (Var.) Vs.: Kopf mit gewellten Haaren, spitzer Nase und Lippenpunkten n. l., darunter Torques. Rs.: N. l. springendes Pferd. Kellner 986. R! Dunkle Tönung, vz ca. € 128,- Seltene Variante ohne Sporn! ...",3 Apr 2001,https://pro.coinarchives.com/a/lotviewer.php?LotID=15291&AucID=14&Lot=1007,https://media.coinarchives.com/c73bd79296bbc9bb14a482664667c161/img/gorny/108/image01007.jpg
21895,"Numismatik Lanz München - Auction 102, Lot 13","KELTISCHE MüNZEN GERMANIEN VINDELIKER No.: 13 Schätzpreis-Estimation: DM 350,- Kleinsilber, Sondertyp Manching. Stilisierter Kopf mit spitzer Nase, Punktauge und -lippen links, die Haare in Form eines dreifachen Hörnerpaares mit Scheitelpunkt. Rs: Stilisiertes Pferd mit Punktmähne links, darüber Punktrosette. Vgl. M. Egger, Keltische Münzfunde aus Manching II, BVbl 50 (1985), Taf. 17, 44. Vgl. Kellner, Manching 756. 0,27 g, St. 11. Sehr seltene Variante....",28 May 2001,https://pro.coinarchives.com/a/lotviewer.php?LotID=21895&AucID=24&Lot=13,https://media.coinarchives.com/aa3ec6a25f24c0a56a8149838306dd00/img/lanz/102/image00013.jpg
34140,"Gorny & Mosch Giessener Münzhandlung - Auction 117, Lot 13","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 13 Vindeliker Kleinsilber, (0,51 g.), nach 100 v.Chr. Typ mit Stachelhaaren a Vs.: Kopf mit Stachelhaaren und spitzer Nase in Perlkreis Rs.: Nach links springendes Pferd, darüber fünf Punkte. Kellner 991ff. Slg. Lanz - ; Vs. besonders gut ausgeprägt, schöne Tönung, ssvz Estimation: € 250,00 ...",14 Oct 2002,https://pro.coinarchives.com/a/lotviewer.php?LotID=34140&AucID=38&Lot=13,https://media.coinarchives.com/47e699fdebb9e4c488e3b84bbedb98ba/img/gorny/117/image00013.jpg
55336,"Leu Numismatik AG (1992-2005) - Auction 83, Lot 489","THE CELTS IN CENTRAL EUROPE AND THE BALKANS THE COINAGE OF THE RHINELAND AND SOUTH GERMANY Subsidiary Silver Varieties Estimate: CHF 275.00 The Manching I Type, struck by the Vindelici. Minim (Silver, 0.39g 9), 1st century B.C. Male head to left. Rev. Horse to left, with pellet ornaments above and spur below. Lanz 20 var. Ley (Lanz 70), 237. W. 470 var. Very fine. Ex M&M List 387 (March 1977), 36. ...",6 May 2002,https://pro.coinarchives.com/a/lotviewer.php?LotID=55336&AucID=58&Lot=489,https://media.coinarchives.com/e7c7beea51537e353d900e07f6803a46/img/leu/083/image00489.jpg
55337,"Leu Numismatik AG (1992-2005) - Auction 83, Lot 490","THE CELTS IN CENTRAL EUROPE AND THE BALKANS THE COINAGE OF THE RHINELAND AND SOUTH GERMANY Subsidiary Silver Varieties Estimate: CHF 750.00 Vindelici (?). Minim (Silver, 0.46g 6), 1st century B.C. Male head with prominent, rounded cheek to left. Rev. Horse trotting to left; above, large pellet. Apparently unpublished, and perhaps unique. Remarkably well preserved, and with an amusing head on the obverse. Slightly corroded surfaces, otherwise, extremely fine. Ex Bankhaus Auf...",6 May 2002,https://pro.coinarchives.com/a/lotviewer.php?LotID=55337&AucID=58&Lot=490,https://media.coinarchives.com/817565cf2223e4c702ddbfc448cf7070/img/leu/083/image00490.jpg
59083,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1025","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1025 Vindeliker Kleinsilber, (0,39 g.), nach 100 v.Chr. Typ Manching 2 Vs.: Kopf mit spitzen Haaren und spitzer Nase n. l. Rs.: Nach links springendes Pferd, darunter Sporn, darüber Punkte. Kellner 714ff. Schöne dunkle Tönung, vz Estimation: € 150,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59083&AucID=63&Lot=1025,https://media.coinarchives.com/d8f4715b37c82adc8dfc97ae35715d6f/img/gorny/126/image01025.jpg
59084,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1026","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1026 Vindeliker Kleinsilber, (0,47 g.), nach 100 v.Chr. Typ Manching 2 Vs.: Kopf mit spitzen Haaren und spitzer Nase n. l. Rs.: Nach links springendes Pferd, darunter Sporn, darüber Punkte. Kellner 718ff. Tönung, ss Estimation: € 120,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59084&AucID=63&Lot=1026,https://media.coinarchives.com/5773ba740b74e74fbef33af01893cb65/img/gorny/126/image01026.jpg
59085,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1027","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1027 Vindeliker Kleinsilber, (0,45 g.), nach 100 v.Chr. Typ Manching 2 Vs.: Kopf mit spitzen Haaren und spitzer Nase n. l. Rs.: Nach links springendes Pferd, darunter Winkelspitz, darüber Punkte. Kellner 317ff. Tönung, ssvz Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59085&AucID=63&Lot=1027,https://media.coinarchives.com/2d49f26f3bded35a46bac6330a30a0f8/img/gorny/126/image01027.jpg
59086,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1028","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1028 Vindeliker Kleinsilber, (0,43 g.), nach 100 v.Chr. Typ Manching 2 nahestehend Vs.: Kopf mit spitzen Haaren und spitzer Nase n. l. Rs.: Nach links springendes Pferd, darüber fünf Punkte. Kellner 317ff. Zarte Tönung, vz Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59086&AucID=63&Lot=1028,https://media.coinarchives.com/d78d1b8c528ef9e6cb33d3b9841d8af2/img/gorny/126/image01028.jpg
59087,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1029","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1029 Vindeliker Kleinsilber, (0,38 g.), nach 100 v.Chr. Typ Manching 2 Vs.: Kopf mit spitzen Haaren und spitzer Nase n. l. Rs.: Nach links springendes Pferd, darunter Winkelspitz, darüber Punkte. Kellner 339ff. Dunkle Tönung, ss Estimation: € 120,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59087&AucID=63&Lot=1029,https://media.coinarchives.com/2befc65598d361be5a8b2194e2f2a01e/img/gorny/126/image01029.jpg
59088,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1030","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1030 Vindeliker Kleinsilber, (0,46 g.), nach 100 v.Chr. Typ mit Stachelhaaren Vs.: Stilisierter Kopf mit spitzer Nase und gebogenen Haarsträhnen mit Kugelenden n. r. Rs.: Nach links springendes Pferd. Darüber fünf Punkte im Kreuz. Kellner 995. R! Hohes Relief, zarte Tönung, vz/ss Estimation: € 150,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59088&AucID=63&Lot=1030,https://media.coinarchives.com/db3af2babe5bfab9fb3f114db68fa9d7/img/gorny/126/image01030.jpg
59089,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1031","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1031 Vindeliker Kleinsilber, (0,44 g.), nach 100 v.Chr. Typ mit Stachelhaaren Vs.: Stilisierter Kopf mit spitzer Nase und gebogenen Haarsträhnen n. l. Rs.: Nach links springendes Pferd. Darüber fünf Punkte. Kellner 992. Dunkle Tönung, vz Estimation: € 200,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59089&AucID=63&Lot=1031,https://media.coinarchives.com/0b71df457c4a03d8629dfdbc5ebce183/img/gorny/126/image01031.jpg
59090,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1032","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1032 Vindeliker Kleinsilber, (0,38 g.), nach 100 v.Chr. Typ mit Stachelhaaren Vs.: Stilisierter Kopf mit spitzer Nase und gebogenen Haarsträhnen mit Kugelenden n. l. Rs.: Nach links springendes Pferd. Darüber fünf Punkte im Kreuz. Kellner 753. Hohes Relief, zarte Tönung, vz Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59090&AucID=63&Lot=1032,https://media.coinarchives.com/8456b330fcf29fd9654d982a396ba6f0/img/gorny/126/image01032.jpg
59091,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1033","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1033 Vindeliker Kleinsilber, (0,38 g.), nach 100 v.Chr. Typ mit Stachelhaaren Vs.: Stilisierter Kopf mit spitzer Nase und Haarsträhnen mit Kugelenden n. l. Rs.: Nach links springendes Pferd. Darüber vier Punkte mit gekreuzten Verbindungsstegen. Kellner 753. Dunkle Tönung, hohes Relief, ssvz Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59091&AucID=63&Lot=1033,https://media.coinarchives.com/33e95eb2ea32b6ff23926f02346ade36/img/gorny/126/image01033.jpg
59092,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1034","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1034 Vindeliker Kleinsilber, (0,39 g.), nach 100 v.Chr. Typ Pferd mit zurückgewandtem Kopf Vs.: Stilisierter, rundlicher Kopf n. l. Rs.: Pferd mit zurückgewandtem Kopf n. r. Kellner 962. R! Poröse Oberfläche, Tönung, ss Estimation: € 150,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59092&AucID=63&Lot=1034,https://media.coinarchives.com/185262f4ebe821824689e9a1b5b82e3a/img/gorny/126/image01034.jpg
59102,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1044","KELTEN BÖHMEN UND SLOWAKEI BOIER Objekt-Nr.: 1044 Typ Roseldorf II Kleinsilber (0,75 g.), Vs.: Glatter Buckel. Rs.: Galoppierendes Pferd n. l., darunter Torques mit Innenpunkt, darüber gebogene Linie neben Punkt. G.Dembski, MÖNG 31, 1991, Heft 1, Nr.2. Slg. Lanz - ; Schöne Tönung, vz Seltene Variante mit nach rechts gewandtem Pferd. Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59102&AucID=63&Lot=1044,https://media.coinarchives.com/fc754354c56d7bae233675f363bf1159/img/gorny/126/image01044.jpg
59103,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1045","KELTEN BÖHMEN UND SLOWAKEI BOIER Objekt-Nr.: 1045 Typ Roseldorf II Kleinsilber (0,82 g.), Vs.: Glatter Buckel. Rs.: Galoppierendes Pferd n. l., darunter Torques mit Innenpunkt, darüber gebogene Linie neben Punkt. G.Dembski, MÖNG 31, 1991, Heft 1, Nr.2. Slg. Lanz - ; Schöne Tönung, vz Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59103&AucID=63&Lot=1045,https://media.coinarchives.com/08a7d336eebf05543a0b384f5e65d3f7/img/gorny/126/image01045.jpg
59104,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1046","KELTEN BÖHMEN UND SLOWAKEI BOIER Objekt-Nr.: 1046 Typ Roseldorf II Kleinsilber (0,92 g.), Vs.: Glatter Buckel. Rs.: Galoppierendes Pferd n. l., darunter Torques mit Innenpunkt, darüber gebogene Linie neben Punkt. G.Dembski, MÖNG 31, 1991, Heft 1, Nr.2. Slg. Lanz - ; Dunkle Tönung, vz Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59104&AucID=63&Lot=1046,https://media.coinarchives.com/cd7a66a8e9af4c40cb60c1bb671fc94f/img/gorny/126/image01046.jpg
59105,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1047","KELTEN BÖHMEN UND SLOWAKEI BOIER Objekt-Nr.: 1047 Typ Roseldorf II Kleinsilber (0,77 g.), Vs.: Glatter Buckel. Rs.: Galoppierendes Pferd n. l., darunter Torques mit Innenpunkt, darüber gebogene Linie neben Punkt. G.Dembski, MÖNG 31, 1991, Heft 1, Nr.2. Slg. Lanz - ; Dunkle Tönung, Rs.Korrosionsstelle, ssvz Estimation: € 100,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59105&AucID=63&Lot=1047,https://media.coinarchives.com/0cb2ef6130ed7ec6b0ec135b382d14ce/img/gorny/126/image01047.jpg
59106,"Gorny & Mosch Giessener Münzhandlung - Auction 126, Lot 1048","KELTEN BÖHMEN UND SLOWAKEI BOIER Objekt-Nr.: 1048 Typ Stern / Pegasosprotome Kleinsilber (0,43 g.), Vs.: Pentagramm. Rs.: Protome eines galoppierendes Flügelpferdes n. l. G.Dembski, MÖNG 31, 1991, Heft 1, Nr.4. RR! Dunkle Tönung, ss Estimation: € 150,00 ...",14 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=59106&AucID=63&Lot=1048,https://media.coinarchives.com/e183e4ac73df0150c6b65ab85ea0e7ff/img/gorny/126/image01048.jpg
62633,"Dr. Busso Peus Nachfolger - Auction 376, Lot 87","KELTISCHE MÜNZEN (CELTIC COINS) -Rhein- und Donaukelten -Rhein- und Donaukelten 87. Kleinsilbermünze. Kopf / Pferd. Kellner, Manching Tf. 14, 323. 0.30 g. Selten Vorzüglich Ex Auktion Aufhäuser 6, 1989, 11. Schätzung (estimation): 450,-- EUR ...",29 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=62633&AucID=66&Lot=87,https://media.coinarchives.com/9a4e608f9df417752d8518a9a044d423/img/peus/376/image00087.jpg
62634,"Dr. Busso Peus Nachfolger - Auction 376, Lot 88","KELTISCHE MÜNZEN (CELTIC COINS) -Rhein- und Donaukelten -Rhein- und Donaukelten 88. Kleinsilbermünze. Kopf / Gehörntes Tier. 0.50 g. Unpubliziert ? Sehr schön/Vorzüglich Schätzung (estimation): 300,-- EUR ...",29 Oct 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=62634&AucID=66&Lot=88,https://media.coinarchives.com/7ceed714868853e487369576e3c0261d/img/peus/376/image00088.jpg
65272,"Numismatik Lanz München - Auction 117, Lot 50","KELTISCHE MüNZEN GERMANIEN VINDELIKER No.: 50 Schätzpreis-Estimation: EUR 150,- d=9 mm Kleinsilber, 1. Jhdt.v.Chr., Typ Manching 2. Stilisierter Kopf mit Winkelnase, Punktauge und -lippen links, über den gescheitelten Haaren Punkt. Rs: Stilisiertes Pferd nach links springend, im Feld darüber Punktrosette, darunter Winkelspitz. Kellner 677. 0,43g. St. 9. Ungewöhnlich scharf ausgeprägt, vorzüglich. ...",24 Nov 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=65272&AucID=71&Lot=50,https://media.coinarchives.com/eb26036194d144df43c48710cb1c7dcc/img/lanz/117/image00050.jpg
65273,"Numismatik Lanz München - Auction 117, Lot 51","KELTISCHE MüNZEN GERMANIEN VINDELIKER No.: 51 Schätzpreis-Estimation: EUR 100,- d=11 mm Kleinsilber, 1. Jhdt.v.Chr., Typ Manching 2. Stilisierter Kopf mit Winkelnase, Punktauge und -lippen links, über den gescheitelten Haaren Punkt, der Halsansatz torquesförmig. Rs: Stilisiertes Pferd nach links springend, im Feld darüber Punktrosette, darunter spornartiger Winkelspitz. Kellner 714. 0,34g. St. 9. Fast vorzüglich. ...",24 Nov 2003,https://pro.coinarchives.com/a/lotviewer.php?LotID=65273&AucID=71&Lot=51,https://media.coinarchives.com/a67b077c6145d044cde73355e6fcf649/img/lanz/117/image00051.jpg
114354,"Numismatik Lanz München - Auction 125, Lot 12","KELTISCHE MüNZEN GERMANIEN No.: 12 Schätzpreis-Estimate: EUR 250.- d=9 mm VINDELIKER. Kleinsilber. Kopf mit spitzer Nase, Punktauge und -lippen sowie Henkelohr links. Rs: Pferd mit zurückgewandtem Kopf und Punktgelenken rechts; das Ganze in Punktkreis. Kellner Taf. 42, 962. 0,35g. St. 4. Sehr selten. Sehr schön. ...",28 Nov 2005,https://pro.coinarchives.com/a/lotviewer.php?LotID=114354&AucID=131&Lot=12,https://media.coinarchives.com/68b1e61ab8a1fb5948e6d0fdac42bccf/img/lanz/125/image00012.jpg
120125,"Auktionshaus H. D. Rauch GmbH - Mail Bid Sale 8, Lot 8","KELTEN Süddeutschland AR-Kleinmünzen (0,47 g). Av.: Kopf rechts. Rv.: Pferd links. sch. Estimate: EUR 20...",1 Oct 2004,https://pro.coinarchives.com/a/lotviewer.php?LotID=120125&AucID=140&Lot=8,https://media.coinarchives.com/a85590302e414e15d751faa2b85b2416/img/hdrauch/mbs8/image00008.jpg
120126,"Auktionshaus H. D. Rauch GmbH - Mail Bid Sale 8, Lot 9","KELTEN Boier Obol (0,79 g). Typ Roseldorf II. Av.: Buckel. Rv.: Pferd links. Dembski:757ff. s.sch. Estimate: EUR 20...",1 Oct 2004,https://pro.coinarchives.com/a/lotviewer.php?LotID=120126&AucID=140&Lot=9,https://media.coinarchives.com/644e14c3abc953a1149dd38262bed30c/img/hdrauch/mbs8/image00009.jpg
120127,"Auktionshaus H. D. Rauch GmbH - Mail Bid Sale 8, Lot 10","KELTEN Boier Obol (0,76 g). Typ Roseldorf II. Av.: Buckel. Rv.: Pferd links. Dembski:757ff. f.vzgl. Estimate: EUR 25...",1 Oct 2004,https://pro.coinarchives.com/a/lotviewer.php?LotID=120127&AucID=140&Lot=10,https://media.coinarchives.com/05f13e111aeb662ff6f0a4ecaec91022/img/hdrauch/mbs8/image00010.jpg
149768,"Numismatik Lanz München - Auction 128, Lot 12","KELTISCHE MüNZEN GERMANIEN VINDELIKER No.: 12 Schätzpreis-Estimate: EUR 200.- d=11 mm Kleinsilber, Typ Manching 2. Stilisierter Kopf mit Winkelnase, Punktauge und -lippen links, über den gescheitelten Haaren Punkte. Rs: Stilisiertes Pferd nach links springend, im Feld darüber Punktrosette, darunter breiter Winkelspitz. Kellner 963. 0,39g. St. 9. Fein getönt, scharf ausgeprägt, vorzüglich. ...",22 May 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=149768&AucID=179&Lot=12,https://media.coinarchives.com/be5ec52c8684ae4856636d2d5fff16d5/img/lanz/128/image00012.jpg
149769,"Numismatik Lanz München - Auction 128, Lot 13","KELTISCHE MüNZEN GERMANIEN VINDELIKER No.: 13 Schätzpreis-Estimate: EUR 125.- d=10 mm Kleinsilber, Sondertyp Manching. Stilisierter Kopf mit Winkelnase, Punktauge und -lippen links, über den gescheitelten Haaren Punkt. Rs: Stilisiertes Pferd nach links laufend. Vgl. Kellner 759. 0,44g. St. 10. Sehr selten. Getönt, sehr schön/vorzüglich. ...",22 May 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=149769&AucID=179&Lot=13,https://media.coinarchives.com/b6d154fcded0331bab8f8dcc2aad9f57/img/lanz/128/image00013.jpg
149775,"Numismatik Lanz München - Auction 128, Lot 19","KELTISCHE MüNZEN OSTKELTEN BOIER No.: 19 Schätzpreis-Estimate: EUR 75.- d=10 mm Kleinsilber, Typ Roseldorf II. Flacher, glatter Buckel. Rs: Stilisiertes Pferd links, darüber Bogenlinie mit Punkt, darunter Volute mit Innenpunkt. Dembski 758. Slg. Lanz 93. 0,91g. St. 0. Vorzüglich. ...",22 May 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=149775&AucID=179&Lot=19,https://media.coinarchives.com/9b8cb962c64c1b9db7b55c19ef747a60/img/lanz/128/image00019.jpg
149776,"Numismatik Lanz München - Auction 128, Lot 20","KELTISCHE MüNZEN OSTKELTEN BOIER No.: 20 Schätzpreis-Estimate: EUR 125.- d=10 mm Kleinsilber, Typ Roseldorf III. Kleiner, glatter Buckel. Rs: Stilisierter Hirsch links, darüber drei Punkte, davor Volute mit Innenpunkt, darunter Winkelspitz. Dembski, MöNG 31 (1991), 3. Slg. Lanz 105. 0,39g. St. 0. Sehr selten. Sehr schön. ...",22 May 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=149776&AucID=179&Lot=20,https://media.coinarchives.com/c5270a63585bca82fd70ae8eb2665368/img/lanz/128/image00020.jpg
156803,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1009","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1009 Vindeliker Kleinsilber, (0,39 g.), nach 100 v.Chr. Typ mit Stachelhaaren Vs.: Stilisierter Kopf mit spitzer Nase und gebogenen Haarsträhnen mit Kugelenden n. r. Rs.: Nach links springendes Pferd. Darüber fünf Punkte im Kreuz. Kellner 995. R! Korrosionsspuren, sonst vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156803&AucID=191&Lot=1009,https://media.coinarchives.com/3c894d3ba9a2968633a30d7898f32f2f/img/gorny/152/image01009.jpg
156804,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1010","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1010 Vindeliker Kleinsilber, (0,39 g.), nach 100 v.Chr. Typ Manching 2 Vs.: Kopf mit spitzen Haaren und spitzer Nase n. l. Rs.: Nach links springendes Pferd, darunter Winkelspitz, darüber Punkte. Kellner 317ff. Tönung, ss-vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156804&AucID=191&Lot=1010,https://media.coinarchives.com/a1532f3c7e0108752eeebbad8fda6dd3/img/gorny/152/image01010.jpg
156818,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1024","KELTEN NORICUM Ostnoricum Objekt-Nr.: 1024 Karlsteiner Art Kleinsilber (0,38 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.; Slg. Lanz 299f. Tönung, vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156818&AucID=191&Lot=1024,https://media.coinarchives.com/848690aaf4a84134b4e890907b43bc25/img/gorny/152/image01024.jpg
156819,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1025","KELTEN NORICUM Ostnoricum Objekt-Nr.: 1025 Karlsteiner Art Kleinsilber (0,33 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.; Slg. Lanz 299f. vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156819&AucID=191&Lot=1025,https://media.coinarchives.com/91ee58c058151bc6483fa9be2f370f1c/img/gorny/152/image01025.jpg
156820,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1026","KELTEN NORICUM Ostnoricum Objekt-Nr.: 1026 Karlsteiner Art Kleinsilber (0,43 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.; Slg. Lanz 299f. vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156820&AucID=191&Lot=1026,https://media.coinarchives.com/3c6d9cc8e062749e253ca298678eac68/img/gorny/152/image01026.jpg
156821,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1027","KELTEN NORICUM Ostnoricum Objekt-Nr.: 1027 Karlsteiner Art Kleinsilber (0,39 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Pferd n. l. Dembski 945ff.; Slg. Lanz 299f. vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156821&AucID=191&Lot=1027,https://media.coinarchives.com/029604f1c4a923d6391d3df6988a2d9a/img/gorny/152/image01027.jpg
156822,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1028","KELTEN NORICUM Ostnoricum Objekt-Nr.: 1028 Karlsteiner Art Kleinsilber (0,23 g.), Vs.: Unregelmäßiger Buckel. Rs.: Stilisiertes Kugelpferd n. r. Dembski - ; Slg. Lanz 333f. vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156822&AucID=191&Lot=1028,https://media.coinarchives.com/668d5496e849148ccdfab8a236765e5e/img/gorny/152/image01028.jpg
156823,"Gorny & Mosch Giessener Münzhandlung - Auction 152, Lot 1029","KELTEN NORICUM Norisches Kleinsilber Objekt-Nr.: 1029 Typ Gurina (Magdalensberg) Kleinsilber (0,51 g.), Vs.: Glatter Buckel. Rs.: Kreuz mit Winkeln in den Zwickeln. Slg. Lanz 241ff.; Dembski 829ff. Tönung, vz Estimation: € 150,00 ...",10 Oct 2006,https://pro.coinarchives.com/a/lotviewer.php?LotID=156823&AucID=191&Lot=1029,https://media.coinarchives.com/63438edf4be0b42e1f86d05b48cff289/img/gorny/152/image01029.jpg
190051,"Gorny & Mosch Giessener Münzhandlung - Auction 160, Lot 1006","KELTEN DEUTSCHLAND SÜDBAYERN Objekt-Nr.: 1006 Vindeliker(?), Kleinsilber (0,22 g.), Vs.: Stilisierte Figur mit angehobenen Armen, links Oval mit Innenpunkt, rechts drei Punkte. LT - ; Vs. vgl. DT 1/267. Kellner - . RRR! Leichte Tönung, ss Estimation: € 400,00 ...",9 Oct 2007,https://pro.coinarchives.com/a/lotviewer.php?LotID=190051&AucID=245&Lot=1006,https://media.coinarchives.com/d00d086eafa2b1815d858b7b46200e15/img/gorny/160/image01006.jpg
